roomidx ,idx ,romname ,minpeople,maxpeople,price,r_check,content,col1,col2
4072,1018,겨울방,8,10,150000,0,,,
4073,1019,봄방,2,4,50000,0,,,
4074,1019,여름방,2,6,70000,0,,,
4075,1019,가을방,4,6,80000,0,,,
4076,1019,겨울방,8,10,150000,0,,,
4077,1020,봄방,2,4,50000,0,,,
4078,1020,여름방,2,6,70000,0,,,
4079,1020,가을방,4,6,80000,0,,,
4080,1020,겨울방,8,10,150000,0,,,
4081,1021,봄방,2,4,50000,0,,,
4082,1021,여름방,2,6,70000,0,,,
4083,1021,가을방,4,6,80000,0,,,
4084,1021,겨울방,8,10,150000,0,,,
4085,1022,봄방,2,4,50000,0,,,
4086,1022,여름방,2,6,70000,0,,,
4087,1022,가을방,4,6,80000,0,,,
4088,1022,겨울방,8,10,150000,0,,,
4089,1023,봄방,2,4,50000,0,,,
4090,1023,여름방,2,6,70000,0,,,
4091,1023,가을방,4,6,80000,0,,,
4092,1023,겨울방,8,10,150000,0,,,
4093,1024,봄방,2,4,50000,0,,,
4094,1024,여름방,2,6,70000,0,,,
4095,1024,가을방,4,6,80000,0,,,
4096,1024,겨울방,8,10,150000,0,,,
4097,1025,봄방,2,4,50000,0,,,
4098,1025,여름방,2,6,70000,0,,,
4099,1025,가을방,4,6,80000,0,,,
4100,1025,겨울방,8,10,150000,0,,,
4101,1026,봄방,2,4,50000,0,,,
4102,1026,여름방,2,6,70000,0,,,
4103,1026,가을방,4,6,80000,0,,,
4104,1026,겨울방,8,10,150000,0,,,
4105,1027,봄방,2,4,50000,0,,,
4106,1027,여름방,2,6,70000,0,,,
4107,1027,가을방,4,6,80000,0,,,
4108,1027,겨울방,8,10,150000,0,,,
4109,1028,봄방,2,4,50000,0,,,
4110,1028,여름방,2,6,70000,0,,,
4111,1028,가을방,4,6,80000,0,,,
4112,1028,겨울방,8,10,150000,0,,,
4113,1029,봄방,2,4,50000,0,,,
4114,1029,여름방,2,6,70000,0,,,
4115,1029,가을방,4,6,80000,0,,,
4116,1029,겨울방,8,10,150000,0,,,
4117,1030,봄방,2,4,50000,0,,,
4118,1030,여름방,2,6,70000,0,,,
4119,1030,가을방,4,6,80000,0,,,
4120,1030,겨울방,8,10,150000,0,,,
4121,1031,봄방,2,4,50000,0,,,
4122,1031,여름방,2,6,70000,0,,,
4123,1031,가을방,4,6,80000,0,,,
4124,1031,겨울방,8,10,150000,0,,,
4125,1032,봄방,2,4,50000,0,,,
4126,1032,여름방,2,6,70000,0,,,
4127,1032,가을방,4,6,80000,0,,,
4128,1032,겨울방,8,10,150000,0,,,
4129,1033,봄방,2,4,50000,0,,,
4130,1033,여름방,2,6,70000,0,,,
4131,1033,가을방,4,6,80000,0,,,
4132,1033,겨울방,8,10,150000,0,,,
4133,1034,봄방,2,4,50000,0,,,
4134,1034,여름방,2,6,70000,0,,,
4135,1034,가을방,4,6,80000,0,,,
4136,1034,겨울방,8,10,150000,0,,,
4137,1035,봄방,2,4,50000,0,,,
4138,1035,여름방,2,6,70000,0,,,
4139,1035,가을방,4,6,80000,0,,,
4140,1035,겨울방,8,10,150000,0,,,
4141,1036,봄방,2,4,50000,0,,,
4142,1036,여름방,2,6,70000,0,,,
4143,1036,가을방,4,6,80000,0,,,
4144,1036,겨울방,8,10,150000,0,,,
4145,1037,봄방,2,4,50000,0,,,
4146,1037,여름방,2,6,70000,0,,,
4147,1037,가을방,4,6,80000,0,,,
4148,1037,겨울방,8,10,150000,0,,,
4149,1038,봄방,2,4,50000,0,,,
4150,1038,여름방,2,6,70000,0,,,
4151,1038,가을방,4,6,80000,0,,,
4152,1038,겨울방,8,10,150000,0,,,
4153,1039,봄방,2,4,50000,0,,,
4154,1039,여름방,2,6,70000,0,,,
4155,1039,가을방,4,6,80000,0,,,
4156,1039,겨울방,8,10,150000,0,,,
4157,1040,봄방,2,4,50000,0,,,
4158,1040,여름방,2,6,70000,0,,,
4159,1040,가을방,4,6,80000,0,,,
4160,1040,겨울방,8,10,150000,0,,,
4161,1041,봄방,2,4,50000,0,,,
4162,1041,여름방,2,6,70000,0,,,
4163,1041,가을방,4,6,80000,0,,,
4164,1041,겨울방,8,10,150000,0,,,
4165,1042,봄방,2,4,50000,0,,,
4166,1042,여름방,2,6,70000,0,,,
4167,1042,가을방,4,6,80000,0,,,
4168,1042,겨울방,8,10,150000,0,,,
4169,1043,봄방,2,4,50000,0,,,
4170,1043,여름방,2,6,70000,0,,,
4171,1043,가을방,4,6,80000,0,,,
4172,1043,겨울방,8,10,150000,0,,,
4173,1044,봄방,2,4,50000,0,,,
4174,1044,여름방,2,6,70000,0,,,
4175,1044,가을방,4,6,80000,0,,,
4176,1044,겨울방,8,10,150000,0,,,
4177,1045,봄방,2,4,50000,0,,,
4178,1045,여름방,2,6,70000,0,,,
4179,1045,가을방,4,6,80000,0,,,
4180,1045,겨울방,8,10,150000,0,,,
4181,1046,봄방,2,4,50000,0,,,
4182,1046,여름방,2,6,70000,0,,,
4183,1046,가을방,4,6,80000,0,,,
4184,1046,겨울방,8,10,150000,0,,,
4185,1047,봄방,2,4,50000,0,,,
4186,1047,여름방,2,6,70000,0,,,
4187,1047,가을방,4,6,80000,0,,,
4188,1047,겨울방,8,10,150000,0,,,
4189,1048,봄방,2,4,50000,0,,,
4190,1048,여름방,2,6,70000,0,,,
4191,1048,가을방,4,6,80000,0,,,
4192,1048,겨울방,8,10,150000,0,,,
4193,1049,봄방,2,4,50000,0,,,
4194,1049,여름방,2,6,70000,0,,,
4195,1049,가을방,4,6,80000,0,,,
4196,1049,겨울방,8,10,150000,0,,,
4197,1050,봄방,2,4,50000,0,,,
4198,1050,여름방,2,6,70000,0,,,
4199,1050,가을방,4,6,80000,0,,,
4200,1050,겨울방,8,10,150000,0,,,
4201,1051,봄방,2,4,50000,0,,,
4202,1051,여름방,2,6,70000,0,,,
4203,1051,가을방,4,6,80000,0,,,
4204,1051,겨울방,8,10,150000,0,,,
4205,1052,봄방,2,4,50000,0,,,
4206,1052,여름방,2,6,70000,0,,,
4207,1052,가을방,4,6,80000,0,,,
4208,1052,겨울방,8,10,150000,0,,,
4209,1053,봄방,2,4,50000,0,,,
4210,1053,여름방,2,6,70000,0,,,
4211,1053,가을방,4,6,80000,0,,,
4212,1053,겨울방,8,10,150000,0,,,
4213,1054,봄방,2,4,50000,0,,,
4214,1054,여름방,2,6,70000,0,,,
4215,1054,가을방,4,6,80000,0,,,
4216,1054,겨울방,8,10,150000,0,,,
4217,1055,봄방,2,4,50000,0,,,
4218,1055,여름방,2,6,70000,0,,,
4219,1055,가을방,4,6,80000,0,,,
4220,1055,겨울방,8,10,150000,0,,,
4221,1056,봄방,2,4,50000,0,,,
4222,1056,여름방,2,6,70000,0,,,
4223,1056,가을방,4,6,80000,0,,,
4224,1056,겨울방,8,10,150000,0,,,
4225,1057,봄방,2,4,50000,0,,,
4226,1057,여름방,2,6,70000,0,,,
4227,1057,가을방,4,6,80000,0,,,
4228,1057,겨울방,8,10,150000,0,,,
4229,1058,봄방,2,4,50000,0,,,
4230,1058,여름방,2,6,70000,0,,,
4231,1058,가을방,4,6,80000,0,,,
4232,1058,겨울방,8,10,150000,0,,,
4233,1059,봄방,2,4,50000,0,,,
4234,1059,여름방,2,6,70000,0,,,
4235,1059,가을방,4,6,80000,0,,,
4236,1059,겨울방,8,10,150000,0,,,
4237,1060,봄방,2,4,50000,0,,,
4238,1060,여름방,2,6,70000,0,,,
4239,1060,가을방,4,6,80000,0,,,
4240,1060,겨울방,8,10,150000,0,,,
4241,1061,봄방,2,4,50000,0,,,
4242,1061,여름방,2,6,70000,0,,,
4243,1061,가을방,4,6,80000,0,,,
4244,1061,겨울방,8,10,150000,0,,,
4245,1062,봄방,2,4,50000,0,,,
4246,1062,여름방,2,6,70000,0,,,
4247,1062,가을방,4,6,80000,0,,,
4248,1062,겨울방,8,10,150000,0,,,
4249,1063,봄방,2,4,50000,0,,,
4250,1063,여름방,2,6,70000,0,,,
4251,1063,가을방,4,6,80000,0,,,
4252,1063,겨울방,8,10,150000,0,,,
4253,1064,봄방,2,4,50000,0,,,
4254,1064,여름방,2,6,70000,0,,,
4255,1064,가을방,4,6,80000,0,,,
4256,1064,겨울방,8,10,150000,0,,,
4257,1065,봄방,2,4,50000,0,,,
4258,1065,여름방,2,6,70000,0,,,
4259,1065,가을방,4,6,80000,0,,,
4260,1065,겨울방,8,10,150000,0,,,
4261,1066,봄방,2,4,50000,0,,,
4262,1066,여름방,2,6,70000,0,,,
4263,1066,가을방,4,6,80000,0,,,
4264,1066,겨울방,8,10,150000,0,,,
4265,1067,봄방,2,4,50000,0,,,
4266,1067,여름방,2,6,70000,0,,,
4267,1067,가을방,4,6,80000,0,,,
4268,1067,겨울방,8,10,150000,0,,,
4269,1068,봄방,2,4,50000,0,,,
4270,1068,여름방,2,6,70000,0,,,
4271,1068,가을방,4,6,80000,0,,,
4272,1068,겨울방,8,10,150000,0,,,
4273,1069,봄방,2,4,50000,0,,,
4274,1069,여름방,2,6,70000,0,,,
4275,1069,가을방,4,6,80000,0,,,
4276,1069,겨울방,8,10,150000,0,,,
4277,1070,봄방,2,4,50000,0,,,
4278,1070,여름방,2,6,70000,0,,,
4279,1070,가을방,4,6,80000,0,,,
4280,1070,겨울방,8,10,150000,0,,,
4281,1071,봄방,2,4,50000,0,,,
4282,1071,여름방,2,6,70000,0,,,
4283,1071,가을방,4,6,80000,0,,,
4284,1071,겨울방,8,10,150000,0,,,
4285,1072,봄방,2,4,50000,0,,,
4286,1072,여름방,2,6,70000,0,,,
4287,1072,가을방,4,6,80000,0,,,
4288,1072,겨울방,8,10,150000,0,,,
4289,1073,봄방,2,4,50000,0,,,
4290,1073,여름방,2,6,70000,0,,,
4291,1073,가을방,4,6,80000,0,,,
4292,1073,겨울방,8,10,150000,0,,,
4293,1074,봄방,2,4,50000,0,,,
4294,1074,여름방,2,6,70000,0,,,
4295,1074,가을방,4,6,80000,0,,,
4296,1074,겨울방,8,10,150000,0,,,
4297,1075,봄방,2,4,50000,0,,,
4298,1075,여름방,2,6,70000,0,,,
4299,1075,가을방,4,6,80000,0,,,
4300,1075,겨울방,8,10,150000,0,,,
4301,1076,봄방,2,4,50000,0,,,
4302,1076,여름방,2,6,70000,0,,,
4303,1076,가을방,4,6,80000,0,,,
4304,1076,겨울방,8,10,150000,0,,,
4305,1077,봄방,2,4,50000,0,,,
4306,1077,여름방,2,6,70000,0,,,
4307,1077,가을방,4,6,80000,0,,,
4308,1077,겨울방,8,10,150000,0,,,
4309,1078,봄방,2,4,50000,0,,,
4310,1078,여름방,2,6,70000,0,,,
4311,1078,가을방,4,6,80000,0,,,
4312,1078,겨울방,8,10,150000,0,,,
4313,1079,봄방,2,4,50000,0,,,
4314,1079,여름방,2,6,70000,0,,,
4315,1079,가을방,4,6,80000,0,,,
4316,1079,겨울방,8,10,150000,0,,,
4317,1080,봄방,2,4,50000,0,,,
4318,1080,여름방,2,6,70000,0,,,
4319,1080,가을방,4,6,80000,0,,,
4320,1080,겨울방,8,10,150000,0,,,
4321,1081,봄방,2,4,50000,0,,,
4322,1081,여름방,2,6,70000,0,,,
4323,1081,가을방,4,6,80000,0,,,
4324,1081,겨울방,8,10,150000,0,,,
4325,1082,봄방,2,4,50000,0,,,
4326,1082,여름방,2,6,70000,0,,,
4327,1082,가을방,4,6,80000,0,,,
4328,1082,겨울방,8,10,150000,0,,,
4329,1083,봄방,2,4,50000,0,,,
4330,1083,여름방,2,6,70000,0,,,
4331,1083,가을방,4,6,80000,0,,,
4332,1083,겨울방,8,10,150000,0,,,
4333,1084,봄방,2,4,50000,0,,,
4334,1084,여름방,2,6,70000,0,,,
4335,1084,가을방,4,6,80000,0,,,
4336,1084,겨울방,8,10,150000,0,,,
4337,1085,봄방,2,4,50000,0,,,
4338,1085,여름방,2,6,70000,0,,,
4339,1085,가을방,4,6,80000,0,,,
4340,1085,겨울방,8,10,150000,0,,,
4341,1086,봄방,2,4,50000,0,,,
4342,1086,여름방,2,6,70000,0,,,
4343,1086,가을방,4,6,80000,0,,,
4344,1086,겨울방,8,10,150000,0,,,
4345,1087,봄방,2,4,50000,0,,,
4346,1087,여름방,2,6,70000,0,,,
4347,1087,가을방,4,6,80000,0,,,
4348,1087,겨울방,8,10,150000,0,,,
4349,1088,봄방,2,4,50000,0,,,
4350,1088,여름방,2,6,70000,0,,,
4351,1088,가을방,4,6,80000,0,,,
4352,1088,겨울방,8,10,150000,0,,,
4353,1089,봄방,2,4,50000,0,,,
4354,1089,여름방,2,6,70000,0,,,
4355,1089,가을방,4,6,80000,0,,,
4356,1089,겨울방,8,10,150000,0,,,
4357,1090,봄방,2,4,50000,0,,,
4358,1090,여름방,2,6,70000,0,,,
4359,1090,가을방,4,6,80000,0,,,
4360,1090,겨울방,8,10,150000,0,,,
4361,1091,봄방,2,4,50000,0,,,
4362,1091,여름방,2,6,70000,0,,,
4363,1091,가을방,4,6,80000,0,,,
4364,1091,겨울방,8,10,150000,0,,,
4365,1092,봄방,2,4,50000,0,,,
4366,1092,여름방,2,6,70000,0,,,
4367,1092,가을방,4,6,80000,0,,,
4368,1092,겨울방,8,10,150000,0,,,
4369,1093,봄방,2,4,50000,0,,,
4370,1093,여름방,2,6,70000,0,,,
4371,1093,가을방,4,6,80000,0,,,
4372,1093,겨울방,8,10,150000,0,,,
4373,1094,봄방,2,4,50000,0,,,
4374,1094,여름방,2,6,70000,0,,,
4375,1094,가을방,4,6,80000,0,,,
4376,1094,겨울방,8,10,150000,0,,,
4377,1095,봄방,2,4,50000,0,,,
4378,1095,여름방,2,6,70000,0,,,
4379,1095,가을방,4,6,80000,0,,,
4380,1095,겨울방,8,10,150000,0,,,
4381,1096,봄방,2,4,50000,0,,,
4382,1096,여름방,2,6,70000,0,,,
4383,1096,가을방,4,6,80000,0,,,
4384,1096,겨울방,8,10,150000,0,,,
4385,1097,봄방,2,4,50000,0,,,
4386,1097,여름방,2,6,70000,0,,,
4387,1097,가을방,4,6,80000,0,,,
4388,1097,겨울방,8,10,150000,0,,,
4389,1098,봄방,2,4,50000,0,,,
4390,1098,여름방,2,6,70000,0,,,
4391,1098,가을방,4,6,80000,0,,,
4392,1098,겨울방,8,10,150000,0,,,
4393,1099,봄방,2,4,50000,0,,,
4394,1099,여름방,2,6,70000,0,,,
4395,1099,가을방,4,6,80000,0,,,
4396,1099,겨울방,8,10,150000,0,,,
4397,1100,봄방,2,4,50000,0,,,
4398,1100,여름방,2,6,70000,0,,,
4399,1100,가을방,4,6,80000,0,,,
4400,1100,겨울방,8,10,150000,0,,,
4401,1101,봄방,2,4,50000,0,,,
4402,1101,여름방,2,6,70000,0,,,
4403,1101,가을방,4,6,80000,0,,,
4404,1101,겨울방,8,10,150000,0,,,
4405,1102,봄방,2,4,50000,0,,,
4406,1102,여름방,2,6,70000,0,,,
4407,1102,가을방,4,6,80000,0,,,
4408,1102,겨울방,8,10,150000,0,,,
4409,1103,봄방,2,4,50000,0,,,
4410,1103,여름방,2,6,70000,0,,,
4411,1103,가을방,4,6,80000,0,,,
4412,1103,겨울방,8,10,150000,0,,,
4413,1104,봄방,2,4,50000,0,,,
4414,1104,여름방,2,6,70000,0,,,
4415,1104,가을방,4,6,80000,0,,,
4416,1104,겨울방,8,10,150000,0,,,
4417,1105,봄방,2,4,50000,0,,,
4418,1105,여름방,2,6,70000,0,,,
4419,1105,가을방,4,6,80000,0,,,
4420,1105,겨울방,8,10,150000,0,,,
4421,1106,봄방,2,4,50000,0,,,
4422,1106,여름방,2,6,70000,0,,,
4423,1106,가을방,4,6,80000,0,,,
4424,1106,겨울방,8,10,150000,0,,,
4425,1107,봄방,2,4,50000,0,,,
4426,1107,여름방,2,6,70000,0,,,
4427,1107,가을방,4,6,80000,0,,,
4428,1107,겨울방,8,10,150000,0,,,
4429,1108,봄방,2,4,50000,0,,,
4430,1108,여름방,2,6,70000,0,,,
4431,1108,가을방,4,6,80000,0,,,
4432,1108,겨울방,8,10,150000,0,,,
4433,1109,봄방,2,4,50000,0,,,
4434,1109,여름방,2,6,70000,0,,,
4435,1109,가을방,4,6,80000,0,,,
4436,1109,겨울방,8,10,150000,0,,,
4437,1110,봄방,2,4,50000,0,,,
4438,1110,여름방,2,6,70000,0,,,
4439,1110,가을방,4,6,80000,0,,,
4440,1110,겨울방,8,10,150000,0,,,
4441,1111,봄방,2,4,50000,0,,,
4442,1111,여름방,2,6,70000,0,,,
4443,1111,가을방,4,6,80000,0,,,
4444,1111,겨울방,8,10,150000,0,,,
4445,1112,봄방,2,4,50000,0,,,
4446,1112,여름방,2,6,70000,0,,,
4447,1112,가을방,4,6,80000,0,,,
4448,1112,겨울방,8,10,150000,0,,,
4449,1113,봄방,2,4,50000,0,,,
4450,1113,여름방,2,6,70000,0,,,
4451,1113,가을방,4,6,80000,0,,,
4452,1113,겨울방,8,10,150000,0,,,
4453,1114,봄방,2,4,50000,0,,,
4454,1114,여름방,2,6,70000,0,,,
4455,1114,가을방,4,6,80000,0,,,
4456,1114,겨울방,8,10,150000,0,,,
4457,1115,봄방,2,4,50000,0,,,
4458,1115,여름방,2,6,70000,0,,,
4459,1115,가을방,4,6,80000,0,,,
4460,1115,겨울방,8,10,150000,0,,,
4461,1116,봄방,2,4,50000,0,,,
4462,1116,여름방,2,6,70000,0,,,
4463,1116,가을방,4,6,80000,0,,,
4464,1116,겨울방,8,10,150000,0,,,
4465,1117,봄방,2,4,50000,0,,,
4466,1117,여름방,2,6,70000,0,,,
4467,1117,가을방,4,6,80000,0,,,
4468,1117,겨울방,8,10,150000,0,,,
4469,1118,봄방,2,4,50000,0,,,
4470,1118,여름방,2,6,70000,0,,,
4471,1118,가을방,4,6,80000,0,,,
4472,1118,겨울방,8,10,150000,0,,,
4473,1119,봄방,2,4,50000,0,,,
4474,1119,여름방,2,6,70000,0,,,
4475,1119,가을방,4,6,80000,0,,,
4476,1119,겨울방,8,10,150000,0,,,
4477,1120,봄방,2,4,50000,0,,,
4478,1120,여름방,2,6,70000,0,,,
4479,1120,가을방,4,6,80000,0,,,
4480,1120,겨울방,8,10,150000,0,,,
4481,1121,봄방,2,4,50000,0,,,
4482,1121,여름방,2,6,70000,0,,,
4483,1121,가을방,4,6,80000,0,,,
4484,1121,겨울방,8,10,150000,0,,,
4485,1122,봄방,2,4,50000,0,,,
4486,1122,여름방,2,6,70000,0,,,
4487,1122,가을방,4,6,80000,0,,,
4488,1122,겨울방,8,10,150000,0,,,
4489,1123,봄방,2,4,50000,0,,,
4490,1123,여름방,2,6,70000,0,,,
4491,1123,가을방,4,6,80000,0,,,
4492,1123,겨울방,8,10,150000,0,,,
4493,1124,봄방,2,4,50000,0,,,
4494,1124,여름방,2,6,70000,0,,,
4495,1124,가을방,4,6,80000,0,,,
4496,1124,겨울방,8,10,150000,0,,,
4497,1125,봄방,2,4,50000,0,,,
4498,1125,여름방,2,6,70000,0,,,
4499,1125,가을방,4,6,80000,0,,,
4500,1125,겨울방,8,10,150000,0,,,
4501,1126,봄방,2,4,50000,0,,,
4502,1126,여름방,2,6,70000,0,,,
4503,1126,가을방,4,6,80000,0,,,
4504,1126,겨울방,8,10,150000,0,,,
4505,1127,봄방,2,4,50000,0,,,
4506,1127,여름방,2,6,70000,0,,,
4507,1127,가을방,4,6,80000,0,,,
4508,1127,겨울방,8,10,150000,0,,,
4509,1128,봄방,2,4,50000,0,,,
4510,1128,여름방,2,6,70000,0,,,
4511,1128,가을방,4,6,80000,0,,,
4512,1128,겨울방,8,10,150000,0,,,
4513,1129,봄방,2,4,50000,0,,,
4514,1129,여름방,2,6,70000,0,,,
4515,1129,가을방,4,6,80000,0,,,
4516,1129,겨울방,8,10,150000,0,,,
4517,1130,봄방,2,4,50000,0,,,
4518,1130,여름방,2,6,70000,0,,,
4519,1130,가을방,4,6,80000,0,,,
4520,1130,겨울방,8,10,150000,0,,,
4521,1131,봄방,2,4,50000,0,,,
4522,1131,여름방,2,6,70000,0,,,
4523,1131,가을방,4,6,80000,0,,,
4524,1131,겨울방,8,10,150000,0,,,
4525,1132,봄방,2,4,50000,0,,,
4526,1132,여름방,2,6,70000,0,,,
4527,1132,가을방,4,6,80000,0,,,
4528,1132,겨울방,8,10,150000,0,,,
4529,1133,봄방,2,4,50000,0,,,
4530,1133,여름방,2,6,70000,0,,,
4531,1133,가을방,4,6,80000,0,,,
4532,1133,겨울방,8,10,150000,0,,,
4533,1134,봄방,2,4,50000,0,,,
4534,1134,여름방,2,6,70000,0,,,
4535,1134,가을방,4,6,80000,0,,,
4536,1134,겨울방,8,10,150000,0,,,
4537,1135,봄방,2,4,50000,0,,,
4538,1135,여름방,2,6,70000,0,,,
4539,1135,가을방,4,6,80000,0,,,
4540,1135,겨울방,8,10,150000,0,,,
4541,1136,봄방,2,4,50000,0,,,
4542,1136,여름방,2,6,70000,0,,,
4543,1136,가을방,4,6,80000,0,,,
4544,1136,겨울방,8,10,150000,0,,,
4545,1137,봄방,2,4,50000,0,,,
4546,1137,여름방,2,6,70000,0,,,
4547,1137,가을방,4,6,80000,0,,,
4548,1137,겨울방,8,10,150000,0,,,
4549,1138,봄방,2,4,50000,0,,,
4550,1138,여름방,2,6,70000,0,,,
4551,1138,가을방,4,6,80000,0,,,
4552,1138,겨울방,8,10,150000,0,,,
4553,1139,봄방,2,4,50000,0,,,
4554,1139,여름방,2,6,70000,0,,,
4555,1139,가을방,4,6,80000,0,,,
4556,1139,겨울방,8,10,150000,0,,,
4557,1140,봄방,2,4,50000,0,,,
4558,1140,여름방,2,6,70000,0,,,
4559,1140,가을방,4,6,80000,0,,,
4560,1140,겨울방,8,10,150000,0,,,
4561,1141,봄방,2,4,50000,0,,,
4562,1141,여름방,2,6,70000,0,,,
4563,1141,가을방,4,6,80000,0,,,
4564,1141,겨울방,8,10,150000,0,,,
4565,1142,봄방,2,4,50000,0,,,
4566,1142,여름방,2,6,70000,0,,,
4567,1142,가을방,4,6,80000,0,,,
4568,1142,겨울방,8,10,150000,0,,,
4569,1143,봄방,2,4,50000,0,,,
4570,1143,여름방,2,6,70000,0,,,
4571,1143,가을방,4,6,80000,0,,,
4572,1143,겨울방,8,10,150000,0,,,
4573,1144,봄방,2,4,50000,0,,,
4574,1144,여름방,2,6,70000,0,,,
4575,1144,가을방,4,6,80000,0,,,
4576,1144,겨울방,8,10,150000,0,,,
4577,1145,봄방,2,4,50000,0,,,
4578,1145,여름방,2,6,70000,0,,,
4579,1145,가을방,4,6,80000,0,,,
4580,1145,겨울방,8,10,150000,0,,,
4581,1146,봄방,2,4,50000,0,,,
4582,1146,여름방,2,6,70000,0,,,
4583,1146,가을방,4,6,80000,0,,,
4584,1146,겨울방,8,10,150000,0,,,
4585,1147,봄방,2,4,50000,0,,,
4586,1147,여름방,2,6,70000,0,,,
4587,1147,가을방,4,6,80000,0,,,
4588,1147,겨울방,8,10,150000,0,,,
4589,1148,봄방,2,4,50000,0,,,
4590,1148,여름방,2,6,70000,0,,,
4591,1148,가을방,4,6,80000,0,,,
4592,1148,겨울방,8,10,150000,0,,,
4593,1149,봄방,2,4,50000,0,,,
4594,1149,여름방,2,6,70000,0,,,
4595,1149,가을방,4,6,80000,0,,,
4596,1149,겨울방,8,10,150000,0,,,
4597,1150,봄방,2,4,50000,0,,,
4598,1150,여름방,2,6,70000,0,,,
4599,1150,가을방,4,6,80000,0,,,
4600,1150,겨울방,8,10,150000,0,,,
4601,1151,봄방,2,4,50000,0,,,
4602,1151,여름방,2,6,70000,0,,,
4603,1151,가을방,4,6,80000,0,,,
4604,1151,겨울방,8,10,150000,0,,,
4605,1152,봄방,2,4,50000,0,,,
4606,1152,여름방,2,6,70000,0,,,
4607,1152,가을방,4,6,80000,0,,,
4608,1152,겨울방,8,10,150000,0,,,
4609,1153,봄방,2,4,50000,0,,,
4610,1153,여름방,2,6,70000,0,,,
4611,1153,가을방,4,6,80000,0,,,
4612,1153,겨울방,8,10,150000,0,,,
4613,1154,봄방,2,4,50000,0,,,
4614,1154,여름방,2,6,70000,0,,,
4615,1154,가을방,4,6,80000,0,,,
4616,1154,겨울방,8,10,150000,0,,,
4617,1155,봄방,2,4,50000,0,,,
4618,1155,여름방,2,6,70000,0,,,
4619,1155,가을방,4,6,80000,0,,,
4620,1155,겨울방,8,10,150000,0,,,
4621,1156,봄방,2,4,50000,0,,,
4622,1156,여름방,2,6,70000,0,,,
4623,1156,가을방,4,6,80000,0,,,
4624,1156,겨울방,8,10,150000,0,,,
4625,1157,봄방,2,4,50000,0,,,
4626,1157,여름방,2,6,70000,0,,,
4627,1157,가을방,4,6,80000,0,,,
4628,1157,겨울방,8,10,150000,0,,,
4629,1158,봄방,2,4,50000,0,,,
4630,1158,여름방,2,6,70000,0,,,
4631,1158,가을방,4,6,80000,0,,,
4632,1158,겨울방,8,10,150000,0,,,
4633,1159,봄방,2,4,50000,0,,,
4634,1159,여름방,2,6,70000,0,,,
4635,1159,가을방,4,6,80000,0,,,
4636,1159,겨울방,8,10,150000,0,,,
4637,1160,봄방,2,4,50000,0,,,
4638,1160,여름방,2,6,70000,0,,,
4639,1160,가을방,4,6,80000,0,,,
4640,1160,겨울방,8,10,150000,0,,,
4641,1161,봄방,2,4,50000,0,,,
4642,1161,여름방,2,6,70000,0,,,
4643,1161,가을방,4,6,80000,0,,,
4644,1161,겨울방,8,10,150000,0,,,
4645,1162,봄방,2,4,50000,0,,,
4646,1162,여름방,2,6,70000,0,,,
4647,1162,가을방,4,6,80000,0,,,
4648,1162,겨울방,8,10,150000,0,,,
4649,1163,봄방,2,4,50000,0,,,
4650,1163,여름방,2,6,70000,0,,,
4651,1163,가을방,4,6,80000,0,,,
4652,1163,겨울방,8,10,150000,0,,,
4653,1164,봄방,2,4,50000,0,,,
4654,1164,여름방,2,6,70000,0,,,
4655,1164,가을방,4,6,80000,0,,,
4656,1164,겨울방,8,10,150000,0,,,
4657,1165,봄방,2,4,50000,0,,,
4658,1165,여름방,2,6,70000,0,,,
4659,1165,가을방,4,6,80000,0,,,
4660,1165,겨울방,8,10,150000,0,,,
4661,1166,봄방,2,4,50000,0,,,
4662,1166,여름방,2,6,70000,0,,,
4663,1166,가을방,4,6,80000,0,,,
4664,1166,겨울방,8,10,150000,0,,,
4665,1167,봄방,2,4,50000,0,,,
4666,1167,여름방,2,6,70000,0,,,
4667,1167,가을방,4,6,80000,0,,,
4668,1167,겨울방,8,10,150000,0,,,
4669,1168,봄방,2,4,50000,0,,,
4670,1168,여름방,2,6,70000,0,,,
4671,1168,가을방,4,6,80000,0,,,
4672,1168,겨울방,8,10,150000,0,,,
4673,1169,봄방,2,4,50000,0,,,
4674,1169,여름방,2,6,70000,0,,,
4675,1169,가을방,4,6,80000,0,,,
4676,1169,겨울방,8,10,150000,0,,,
4677,1170,봄방,2,4,50000,0,,,
4678,1170,여름방,2,6,70000,0,,,
4679,1170,가을방,4,6,80000,0,,,
4680,1170,겨울방,8,10,150000,0,,,
4681,1171,봄방,2,4,50000,0,,,
4682,1171,여름방,2,6,70000,0,,,
4683,1171,가을방,4,6,80000,0,,,
4684,1171,겨울방,8,10,150000,0,,,
4685,1172,봄방,2,4,50000,0,,,
4686,1172,여름방,2,6,70000,0,,,
4687,1172,가을방,4,6,80000,0,,,
4688,1172,겨울방,8,10,150000,0,,,
4689,1173,봄방,2,4,50000,0,,,
4690,1173,여름방,2,6,70000,0,,,
4691,1173,가을방,4,6,80000,0,,,
4692,1173,겨울방,8,10,150000,0,,,
4693,1174,봄방,2,4,50000,0,,,
4694,1174,여름방,2,6,70000,0,,,
4695,1174,가을방,4,6,80000,0,,,
4696,1174,겨울방,8,10,150000,0,,,
4697,1175,봄방,2,4,50000,0,,,
4698,1175,여름방,2,6,70000,0,,,
